1303.592149,5.575323568,184.9533492
21880.73685,10.96004465,118.68368
18407.82432,1.278289929,155.9886747
22314.42626,6.466033711,143.3706305
21994.67673,9.300923284,153.8181171
18957.05457,4.128387698,123.7784522
18724.10978,8.146601124,151.3024979
29520.99383,2.712402006,195.5429918
33660.65672,10.83067066,172.348115
20380.82143,4.28664799,118.0039705
11839.52244,9.867804293,100.1287596
13496.94837,8.262565334,134.6614343
17379.59966,1.611633264,129.5479728
23455.22401,4.578127867,181.2089013
19036.6149,2.015897892,105.751783
18946.69187,8.951768678,179.549768
30371.10194,3.766298592,169.9642319
29094.12765,8.062990589,171.853327
27390.04162,8.377234139,159.5520254
16770.51608,2.713189639,105.9318167
19196.01638,8.627613418,181.8322295
26201.55467,2.03169952,144.2184467
21641.55091,4.382585178,150.3370503
28569.41331,1.171732214,190.5882506
32412.66031,10.44142995,170.3473354
33311.93417,9.134640702,195.7330204
34727.67644,9.485657826,177.6177434
34515.10926,6.827232163,194.9516353
31805.13807,4.089045509,163.35169
19627.38542,6.474259354,120.5545989
22449.30106,4.898720247,186.2782352
23480.99302,2.619271546,126.5744864
16091.50151,6.505712322,127.8376691
24571.07309,4.708063332,192.908897
33378.06254,1.146398754,173.0809427
17320.05088,10.98726638,100.0914077
13912.35958,9.325222507,138.0175269
18165.03172,9.040357291,131.9712301
15522.61833,9.612328111,117.4326694
14747.05075,7.3320891,125.3828605
